Index,Category,Condition,Paragraphe,Adapt_Poso,Anticholinergiques selon l'ANSM,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Dabigatran [PRADAXA],,150 mg 2/j chez le sujet  entre 75 et 80 ans OU DFG entre 30 et 50 ml/min OU a un risque augmenté de saignement :,Prévention des [complications cérébrovasculaires suite au diagnostic d’une FA. / récidives des évènements thromboemboliques sous forme de TVP ou d’EP.] Une réduction posologique à 220 mg par jour peut-être à envisager chez le patient [entre 75 et 80 ans/ avec un DFG entre 30 et 50 ml/min].,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Dabigatran [PRADAXA],,Rappel interactions médicamenteuses :,"Association déconseillée avec l’apixaban : AINS, Inducteurs enzymatiques anticonvulsivants, rifampicine, fluconazole et Inhibiteur puissant du 3A4. Précaution d’emploi : Amiodarone.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Glycerol/Paraffine/Vaseline [DEXERYL],,Par défaut :,Traitement d’appoint des états de sécheresse cutanée de certaines dermatoses telles que la dermatite atopique. A reprendre selon besoin,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Diazepam [VALIUM],Contrôle des indications :,Prise uniquement au coucher :,"Benzodiazépine à demi-vie longue. Prise en charge de l’insomnie. Médicament à l’origine de troubles confusionnels et de chutes. Préconiser un arrêt progressif en privilégiant, à l'avenir, des benzodiazépines à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace.  Rappel : Le traitement médicamenteux de l’insomnie doit être de courte durée (comprenant la phase d’arrêt progressif) afin d’éviter un risque d’abus et de dépendance qui augmente avec la durée du traitement.",(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des indications :,Prises réparties dans la journée SANS antécédent de troubles cognitifs :,"Benzodiazépine à demi-vie longue. Prise en charge des manifestations anxieuses sévères et/ou invalidantes. Médicament à l’origine de troubles confusionnels et de chute. Préconiser un arrêt progressif en privilégiant des BZD à demi-vie courte (ex : OXAZEPAM) à posologie minimale efficace. Attention au risque d’abus et de dépendance, ainsi qu’à la tolérance pharmacologique qui nécessite d’augmenter toujours plus les doses afin de retrouver un effet anxiolytique. ",(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des indications :,Antécédent de sevrage alcoolique :,Prévention et traitement du delirium tremens et des autres manifestations du sevrage alcoolique. Privilégier des benzodiazépines à demi-vie courte chez la personne âgée (ex : Alprazolam).,(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des contre-indications et précautions d'emploi :,Prises réparties dans la journée AVEC antécédent de troubles cognitifs :,"Prise en charge symptomatique des manifestations anxieuses sévères et/ou invalidantes. Patient aux antécédents de troubles cognitifs : Risque d’aggravation des troubles cognitifs et/ou apparition d’un syndrome confusionnel par la benzodiazépine avec risque de chute. Préconiser un arrêt progressif en privilégiant, en cas de nécessité d’une approche pharmacologique et pour une anxiété chronique (évoluant depuis au moins 6 mois) : un traitement de fond par antidépresseur (ex : Sertraline).",(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour insuffisance respiratoire :,Attention ! Médicament aggravant l’insuffisance respiratoire.,(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des contre-indications et précautions d'emploi :,Antécédent de syndrome d'apnée obstructif du sommeil (SAOS) et prise le soir ou au couché :,Attention ! Les benzodiazépines sont contre-indiqués chez les patients aux antécédents de syndrome d'apnée obstructif du sommeil (SAOS). Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des contre-indications et précautions d'emploi :,Antécédent de myasthénie :,Attention ! Avec leur composante myorelaxante les benzodiazépines sont contre-indiqués chez les patients (notamment les personnes âgées) aux antécédents de myasthénie. Préconiser un arrêt PROGRESSIF de la benzodiazépine.,(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Diazepam [VALIUM],Contrôle des intéractions médicamenteuses :,Utilisation concomitante d’une autre benzodiazépine (anxio ou hypno) au même moment de la journée :,"Potentialisation des effets indésirables (troubles cognitifs,  syndrome confusionnel, troubles de la vigilance, chutes) sans augmentation de l’efficacité.",(À TRAITER),0,1,1,0,1,1,0,0,0,0,0
Sels de Potassium [DIFFU-K / KALEORID],,Avec co-prescription d’un hypokaliémiant ou avec un déficit potassique :,Supplémentation en potassium. Réadapter la posologie selon la kaliémie. ,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Sels de Potassium [DIFFU-K / KALEORID],,Sans co-prescription d’un hypokaliémiant :,"Attention, la supplémentation potassique est indiquée dans les hypokaliémies, en particulier médicamenteuses. Aucun médicament dans le traitement du patient n’est hypokaliémiant. À revoir la pertinence de la supplémentation potassique.",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Sels de Potassium [DIFFU-K / KALEORID],,Sans co-prescription d’un hypokaliémiant MAIS Avec co-prescription d’un hyperkaliémiant :,"Attention, la supplémentation potassique est indiquée dans les hypokaliémies, en particulier médicamenteuses. Aucun médicament dans le traitement du patient n’est hypokaliémiant. En outre, le [médicament hyperkaliémiant] est un médicament hyperkaliémiant dont l’association est déconseillée (Thésaurus ANSM 2020) avec les sels de potassium. A revoir la pertinence de la supplémentation potassique.",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Sels de Potassium [DIFFU-K / KALEORID],,Chez le patient hémodyalisé :,Supplémentation potassique chez le patient insuffisant rénal chronique hémodyalisé. A pousuivre et adapter selon la kaliémie.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Desloratadine [AERIUS],,Par défaut :,Prise en charge de la rhinite allergique ou de l’urticaire. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Diosmectite [SMECTA],,Par défaut :,Prise en charge de la diarrhée. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],,Antécédent d'HTA :,(À TRAITER),(À TRAITER),0,0,1,0,0,0,0,0,1,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],,Antécédent d'angor :,(À TRAITER),(À TRAITER),0,0,1,0,0,0,0,0,1,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],,Antécédent d'insuffisance cardiaque :,(À TRAITER),(À TRAITER),0,0,1,0,0,0,0,0,1,0,0
Diltiazem [TILDIEM / MONO TILDIEM / BI TILDIEM],,A rajouter si …,(À TRAITER),(À TRAITER),0,0,1,0,0,0,0,0,1,0,0
Digoxine [HEMIGOXIN],,(À TRAITER),(À TRAITER),(À TRAITER),0,1,1,0,0,0,0,0,1,0,0
Dipyridamol [PERSANTINE],,À l’exclusion de l'utilisation de la voie injectable pour exploration fonctionnelle cardiovasculaire :,Médicament à risque de vasodilatation et d’hypotension orthostatique avec risque de chutes. Privilégier l’aspirine (clopidogrel si intolérance ou contre-indication).,(À TRAITER),0,1,0,0,0,1,0,0,0,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des indications :,Antécédent d’arythmie sans précision :,"Prévention des récidives des troubles ventriculaires ou supraventriculaires documentés. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). Attention un allongement du QT supérieur à 480 ms, impose une diminution/interruption du traitement [HAS FA 2018]. Privilégier un autre antiarythmique (ex : sotalol, amiodarone) en concertation avec un cardiologue.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des indications :,Antécédent de FA :,"Prise en charge de la FA symptomatique, paroxystique ou persistante, malgré le contrôle de la fréquence cardiaque. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). Attention un allongement du QT supérieur à 480 ms, impose une diminution/interruption du traitement. Privilégier un autre antiarythmique (ex : sotalol, amiodarone) en concertation avec un cardiologue.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d’insuffisance cardiaque , d’insuffisance coronarienne (angor) , d’infarctus du myocarde ou de trouble de la conduction (ex : BAV ou Bloc de branche) :",Attention ! Médicament contre-indiqué chez ce patient présentant [une insuffisance cardiaque/ une insuffisance coronarienne/ un infarctus du myocarde/ un bloc de branche gauche complet/ un bloc bifasciculaire/ un bloc auriculo-ventriculaire du 2ème et du 3ème degré]. Revoir la prescription par un cardiologue.,(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt du disopyramide. Si un traitement pharmacologique est nécéssaire, le disopyramide étant le seul antiarythmique anticholinergique, privilégier n'importe quel autre antiarythmique en rescpectant les contre-indications.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emploi :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt du disopyramide. Si un traitement pharmacologique est nécéssaire, le disopyramide étant le seul antiarythmique anticholinergique, privilégier n'importe quel autre antiarythmique en rescpectant les contre-indications.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour globe vésical,"Médicament anticholinergique contre-indiqué chez ce patient. Préconiser l’arrêt de l’alimemazine. Privilégier un ISRS, IRSNa ou la miansérine/mirtazapine. Si un traitement pharmacologique est nécéssaire, le disopyramide étant le seul antiarythmique anticholinergique, privilégier n'importe quel autre antiarythmique en rescpectant les contre-indications.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des intéractions médicamenteuses :,Co-prescription de médicament torsadogène (voir liste des torsadogènes) :,"Attention médicament torsadogène [contre-indiqué avec le [Citalopram, Escitalopram, Dompéridone, Hydroxyzine][déconseillé avec les autres torsadogènes de la liste de l'ANSM] à cause du risque d’allongement du QT menant à une torsade de pointe.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une une addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Disopyramide [ISORYTHM / RYTHMODAN],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,"Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose, d'une part, à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la disopyramide. D'autre part, les anticholinestérasiques sont bradycardisants, augmentant le risque de torsade de pointe avec la disopyramide. À réévaluer.",(À TRAITER),1,1,2,0,0,1,0,0,1,0,0
Domperidone [MOTILIUM],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,1,1,0,0,0,0,0,1,0
Donepezil [ARICEPT],,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Dorzolamide [TRUSOPT],Contrôle des indications :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Dorzolamide [TRUSOPT],Contrôle des posologies :,Si DFG < 30 ml/min :,Attention ! Médicament contre-indiqué chez le patient insuffisant rénale sévère. Privilégier un traitement par inhibiteur de prostaglanidine (ex : Monoprost).,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Dosulepine [PROTHIADEN],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,"Traitement de 2nd intention, voir 3ème, dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V). Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chute. Revoir l’indication et la balance bénéfice-risque.",(À TRAITER),1,3,2,0,1,1,0,0,0,1,1
Dosulepine [PROTHIADEN],Contrôle des indications :,Antécédent d'épisode dépressif majeur : ,"Traitement de 2ème ou 3ème intention des épisodes dépressifs majeurs caractérisés (selon le DSM-V) résistantes. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Sertraline ou la Miansérine).",(À TRAITER),1,3,2,0,1,1,0,0,0,1,1
Dosulepine [PROTHIADEN],Contrôle des contre-indications et précautions d'emploi :,Antécédent épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,2,0,1,1,0,0,0,1,1
Dosulepine [PROTHIADEN],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de la dosulepine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,2,0,1,1,0,0,0,1,1
